"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","6.44206388158598","6.57122927508235","6.7077716061575","6.84365503998878","6.98770133111952","7.13945353094779","7.2992567308953","7.46862926691773","7.64698496299242","7.82431903971251","7.98276998644197","8.10230710087026","8.22007293794415","8.33782986684438","8.45055091503972","8.56288394963125","8.67150075726647","8.78476882110689","8.90201555801277","9.00755515292885","9.11608442372763","9.21584687632002","9.31892852540629","9.44796030450972","9.59765394341786","9.73582779742588","9.88725854341367","10.0428295606503","10.2026069597747","10.361642984291","10.5285616954061","10.7124848899747","10.9071168706266","11.0874345161475","11.2290332362308","11.3735553955093","11.5279063582918","11.6760516977722","11.8121466173192","11.9423528006998","12.0713786294592","12.2045989343406","12.3246169942864","12.4327644811294","12.5430598121413","12.6546689551124","12.7782850584979","12.8103256515375","12.9631764526799","13.1177370539117","13.2748580697182","13.4343039147876","13.592284497545","13.7539758467982","13.9174991621306","14.0562098268487","14.2017047543378","14.3540408827823","14.4957809322127","14.623380166428","14.761201882829",
"Afghanistan","AFG","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","3.17164662268962","3.27566474862167","3.38105075131728","3.48760373878783","3.59558951199679","3.7042709965672","3.81560791127919","3.92393760884682","4.02707927676284","4.1269910917908","4.22324693426161","4.31619675045423","4.48221566857108","4.73336156035822","5.0081205449788","5.31362034567447","5.65077450961683","6.02202031174765","6.44836344919224","6.95238109441014","7.32095983229139","7.78442140899425","8.34645059296638","8.99329320486353","9.68920313862992","10.3864953220769","11.0794085672021","11.7068426162248","12.2176194060118","12.4941601447753","12.4821235948729","12.1715546473514","11.675661727006","11.1712371071383","10.8108480060118","10.6494947561828","10.6886625064365","10.8760567038723","11.1439387529594","11.3929722435553","11.554927664191","11.6095613864253","11.596080735996","11.5627545963153","11.4615466712911","11.3243430704763","11.2668802830153","11.2655237670154","11.2899944993704","11.2991897180069","11.2693075684027","11.1950293469781","11.0922437383867","10.980095440934","10.8845714355579","10.8199742991165","10.7883389742675","10.7815875921252","10.7924739538623","10.8145110122017","10.8443665760121",
"Africa Western and Central","AFW","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","4.91646875855955","5.16706673967606","5.42018390119127","5.67244119307455","5.90543296923418","6.13181986316832","6.37072857073274","6.6236056007028","6.88957426687094","7.17649297460271","7.46975699318192","7.76827833136793","8.10619642848538","8.43819230316748","8.76662992453552","9.10677251907275","9.44322860506992","9.76169249873767","10.0755681204682","10.3449138396921","10.6265272848182","10.919176090573","11.2262047161927","11.5492189083916","11.8013555995877","12.0729923876454","12.3396332751824","12.6080293525315","12.8793255712131","13.1398057894884","13.4176744079834","13.6882074567852","13.7161103018958","13.7487239044945","13.8091479249529","13.8903566160417","14.1962107424096","14.3272685358102","14.4666980628632","14.6092910381266","14.7980902537001","14.9891615191072","15.1863542421722","15.3880268834838","15.5959708153066","15.7210462460516","15.8298255664316","15.9089111110488","15.9979795758132","16.1129795420753","16.2240972240823","16.3397307877918","16.4605902311811","16.5850939741264","16.7149488859111","16.8498038136817","16.9899741093323","17.1359784809682","17.2886267352623","17.4161747385851","17.5556536037729",
"Angola","AGO","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","4.02253884462115","4.21469881953216","4.48200133404677","4.77230993576972","5.0963252801441","5.46060157284207","5.87687382001123","6.34418229300157","6.84415883442282","7.3385372755927","7.79621279514325","8.08757938561941","8.22616225246901","8.3228789634067","8.4136752374393","8.52085010323187","8.65005501653243","8.79251863664274","8.94496490335877","9.09822300806938","9.24735862198773","9.39103137581046","9.5348683693938","9.68003807674499","10.0270043254348","10.3860843909447","10.7607995879116","11.150972561491","11.560111170431","11.9876725741839","12.4392311694801","12.9147668023441","13.4157112213201","13.9380563461201","14.3702865418229","14.8173225133657","15.2799699903935","15.7538624699527","16.2419659366129","16.7417885983947","17.2536608724467","17.773851654748","18.3061617686158","18.8450808948961","19.3871587894278","19.9245080840384","20.4617391496387","21.0006381138617","21.5491401127858","22.1096304455729","22.6939970278615","23.3025111619584","23.938119139674","24.5980690339319","25.2001121084347","25.1868824051315","25.190096330822","25.2050951597069","25.2328910939891","25.2777986469192","25.3445204061502",
"Albania","ALB","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Andorra","AND","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","14.372864121651","14.6980964071005","15.0381454048819","15.4105422072527","15.824486234113","16.259619320274","16.6394079715812","16.8984402146885","17.1738115022784","17.4719188082809","17.789776705172","18.1294361941968","18.4911032469479","18.8666164202991","19.2146496375999","19.5103994110068","19.680030503208","19.8046983569524","19.8708317859317","19.9344682707025","20.0105428396136","20.0851869089975","20.1477887733294","20.1918359126933","20.2640858387085","20.3525812723757","20.4631064561488","20.6245140009375","20.8306712928134","21.0103935206667","21.2193386649065","21.4246632472588","21.2561534752917","21.428592746888","21.5353257866743","21.9149756953633","22.0128750443476","22.0885879171961","22.1640179844718","22.2419259439818","22.3237660416763","22.4089944248776","22.5299224752429","22.6171502538819","22.6000619416549","22.6154156194082","22.6449322918598","22.5433004555434","22.6663492261735","22.7977655810491","22.9119103664914","22.6592033135388","22.531325701106","22.4921130891956","22.5195587214226","22.7819946232248","23.124848481451","23.3279064032944","23.5459666688855","23.6186762655011","23.6833635331748",
"United Arab Emirates","ARE","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","61.6683077788719","61.6928403488061","60.6393606393606","59.5005194597618","59.1782627907482","59.9092456040839","61.7887347714387","64.22352858018","66.8579564122221","69.5085744671423","69.638227468104","68.106378147717","66.0985352058205","64.1690212226798","62.7347542126869","61.9580700170529","60.5168938089998","58.5273347140874","57.4924176957934","57.5963346469876","58.877280881838","59.1890220882326","58.5567162538976","58.3599588752394","58.2532825335982","58.0159790362072","57.7073478310769","57.3895062750811","57.0477079015751","56.7311013191352","56.4867698476896","56.2583143665543","56.0299324075499","55.8657423491868","55.8626154289378","56.0376613960753","56.621799433741","57.4540468323076","58.2526249336169","58.9994231344333","59.6346217231476","60.4336968112969","61.2842646349901","61.3532148092192","59.804816278517","56.6546692814777","52.5166164418815","48.3993764798149","45.1827114123647","43.4019487284158","43.1233668124835","43.5788615745244","45.1072996209197","47.4099001642547","50.0557076037786","52.6678913376551","55.1295137525739","57.5452772923872","59.9724264419582","60.5296787501512","61.1280534659872",
"Argentina","ARG","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","40.8502073135144","41.1564772902499","41.4336339898536","41.7234959641519","42.028196204189","42.3435683353036","42.6745299675278","43.0172809239107","43.3655161447545","43.7052859063545","44.0343075649302","44.1550969341411","44.1982881553741","44.2338397559912","44.2777588281972","44.3372603372603","44.4166483499267","44.5082341334177","44.6063438579469","44.6977992756446","44.7758488402788","44.697227243461","44.546822228512","44.3909823266306","44.2368298425364","44.087208076281","43.9452256434452","43.810960546922","43.6900396315772","43.5856858517182","43.503903043437","43.4347807711974","43.3191904876091","43.2226566990391","43.1446728740726","43.08248139839","43.036469905445","43.0040038210261","42.984044982273","42.9723018630047","42.9668049477424","42.9638210945463","43.0249550823591","43.1288458114193","43.2411201609063","43.3605711928473","43.4903637771725","43.6279377264104","43.7696666822105","43.9073733709928","44.1555530434067","44.0532927918987","43.8753602611212","43.7055621842415","43.5459309342739","43.3967164863294","43.2579876361677","43.1279998000218","43.0081024392632","42.9040289361208","42.8201985231957",
