"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Bermuda","BMU","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.883703844","","","","","","","","","","11.883703844","","","","","","","","","","11.883703844","","","","","","","","","","",
"Bolivia","BOL","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brazil","BRA","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.607906215","","","","","","","","","","0.607906215","","","","","","","","","","0.607906215","","","","","","","","","","",
"Barbados","BRB","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.715679583","","","","","","","","","","0.715679583","","","","","","","","","","0.715679583","","","","","","","","","","",
"Brunei Darussalam","BRN","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.381050512","","","","","","","","","","0.381050512","","","","","","","","","","0.381050512","","","","","","","","","","",
"Bhutan","BTN","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.738276447","","","","","","","","","","1.738276447","","","","","","","","","","1.738276447","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.41345957041076","","","","","","","","","","1.41385199122997","","","","","","","","","","1.41703778637008","","","","","","","","","","",
"Switzerland","CHE","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","",
"Channel Islands","CHI","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.505208634","","","","","","","","","","0.505208634","","","","","","","","","","0.505208634","","","","","","","","","","",
"China","CHN","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.165879632","","","","","","","","","","1.165879632","","","","","","","","","","1.165879632","","","","","","","","","","",
"Cote d'Ivoire","CIV","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.160747994","","","","","","","","","","0.160747994","","","","","","","","","","0.160747994","","","","","","","","","","",
"Cameroon","CMR","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.036655692","","","","","","","","","","0.036655692","","","","","","","","","","0.036655692","","","","","","","","","","",
"Congo, Dem. Rep.","COD","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.021736792","","","","","","","","","","0.021736792","","","","","","","","","","0.021736792","","","","","","","","","","",
"Congo, Rep.","COG","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.012044516","","","","","","","","","","0.012044516","","","","","","","","","","0.012044516","","","","","","","","","","",
"Colombia","COL","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.584928396","","","","","","","","","","0.584928396","","","","","","","","","","0.584928396","","","","","","","","","","",
"Comoros","COM","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.805796199","","","","","","","","","","0.805796199","","","","","","","","","","0.805796199","","","","","","","","","","",
"Cabo Verde","CPV","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.551398449","","","","","","","","","","3.551398449","","","","","","","","","","3.551398449","","","","","","","","","","",
"Costa Rica","CRI","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.585764913","","","","","","","","","","0.585764913","","","","","","","","","","0.585764913","","","","","","","","","","",
"Caribbean small states","CSS","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.99993328828867","","","","","","","","","","3.99993328828867","","","","","","","","","","3.99993328828867","","","","","","","","","","",
"Cuba","CUB","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.486184035","","","","","","","","","","8.486184035","","","","","","","","","","8.486184035","","","","","","","","","","",
"Curacao","CUW","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.743266655","","","","","","","","","","11.743266655","","","","","","","","","","11.743266655","","","","","","","","","","",
"Cyprus","CYP","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.672016061","","","","","","","","","","1.672016061","","","","","","","","","","1.672016061","","","","","","","","","","",
"Czech Republic","CZE","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Germany","DEU","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.458668341","","","","","","","","","","4.458668341","","","","","","","","","","4.458668341","","","","","","","","","","",
"Djibouti","DJI","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.71924231","","","","","","","","","","0.71924231","","","","","","","","","","0.71924231","","","","","","","","","","",
"Dominica","DMA","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.838645036","","","","","","","","","","0.838645036","","","","","","","","","","0.838645036","","","","","","","","","","",
"Denmark","DNK","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.450476913","","","","","","","","","","14.450476913","","","","","","","","","","14.450476913","","","","","","","","","","",
"Dominican Republic","DOM","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.742664739","","","","","","","","","","1.742664739","","","","","","","","","","1.742664739","","","","","","","","","","",
"Algeria","DZA","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.025005944","","","","","","","","","","0.025005944","","","","","","","","","","0.025005944","","","","","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.88597821180774","","","","","","","","","","1.87320759292212","","","","","","","","","","1.87224321188752","","","","","","","","","","",
"Early-demographic dividend","EAR","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.08785629894001","","","","","","","","","","1.09135409046933","","","","","","","","","","1.08659708610176","","","","","","","","","","",
"East Asia & Pacific","EAS","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4806290158888","","","","","","","","","","1.47240607475676","","","","","","","","","","1.47184911656596","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.796773042961038","","","","","","","","","","0.796811824733786","","","","","","","","","","0.796916880783079","","","","","","","","","","",
"Europe & Central Asia","ECS","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2582259605972","","","","","","","","","","1.28413161932099","","","","","","","","","","1.28423557816428","","","","","","","","","","",
"Ecuador","ECU","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.50710449","","","","","","","","","","1.50710449","","","","","","","","","","1.50710449","","","","","","","","","","",
"Egypt, Arab Rep.","EGY","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.622988267","","","","","","","","","","1.622988267","","","","","","","","","","1.622988267","","","","","","","","","","",
"Euro area","EMU","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.84839352884125","","","","","","","","","","2.84108195249437","","","","","","","","","","2.83999322322382","","","","","","","","","","",
"Eritrea","ERI","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.205559922","","","","","","","","","","1.205559922","","","","","","","","","","1.205559922","","","","","","","","","","",
"Spain","ESP","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.821902232","","","","","","","","","","0.821902232","","","","","","","","","","0.821902232","","","","","","","","","","",
"Estonia","EST","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.808930466","","","","","","","","","","1.808930466","","","","","","","","","","1.808930466","","","","","","","","","","",
"Ethiopia","ETH","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","",
"European Union","EUU","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.49985509472816","","","","","","","","","","2.49487431764681","","","","","","","","","","2.49538557988668","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.570445913181763","","","","","","","","","","0.575045042336819","","","","","","","","","","0.569632516175058","","","","","","","","","","",
"Finland","FIN","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.528235978","","","","","","","","","","0.528235978","","","","","","","","","","0.528235978","","","","","","","","","","",
"Fiji","FJI","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.09994895","","","","","","","","","","3.09994895","","","","","","","","","","3.09994895","","","","","","","","","","",
"France","FRA","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.647373804","","","","","","","","","","1.647373804","","","","","","","","","","1.647373804","","","","","","","","","","",
"Faroe Islands","FRO","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.702458211","","","","","","","","","","7.702458211","","","","","","","","","","7.702458211","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.165460626","","","","","","","","","","7.165460626","","","","","","","","","","7.165460626","","","","","","","","","","",
"Gabon","GAB","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.322701521","","","","","","","","","","0.322701521","","","","","","","","","","0.322701521","","","","","","","","","","",
"United Kingdom","GBR","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.238566763","","","","","","","","","","4.238566763","","","","","","","","","","4.238566763","","","","","","","","","","",
"Georgia","GEO","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.284809797","","","","","","","","","","1.284809797","","","","","","","","","","1.284809797","","","","","","","","","","",
"Ghana","GHA","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.562210066","","","","","","","","","","0.562210066","","","","","","","","","","0.562210066","","","","","","","","","","",
"Gibraltar","GIB","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.08248377","","","","","","","","","","29.08248377","","","","","","","","","","29.08248377","","","","","","","","","","",
"Guinea","GIN","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.939142015","","","","","","","","","","0.939142015","","","","","","","","","","0.939142015","","","","","","","","","","",
"Gambia, The","GMB","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.778001279","","","","","","","","","","16.778001279","","","","","","","","","","16.778001279","","","","","","","","","","",
"Guinea-Bissau","GNB","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.524519474","","","","","","","","","","6.524519474","","","","","","","","","","6.524519474","","","","","","","","","","",
"Equatorial Guinea","GNQ","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.251076091","","","","","","","","","","0.251076091","","","","","","","","","","0.251076091","","","","","","","","","","",
"Greece","GRC","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.060864498","","","","","","","","","","3.060864498","","","","","","","","","","3.060864498","","","","","","","","","","",
"Grenada","GRD","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.832331562","","","","","","","","","","1.832331562","","","","","","","","","","1.832331562","","","","","","","","","","",
"Greenland","GRL","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.139427147","","","","","","","","","","10.139427147","","","","","","","","","","10.139427147","","","","","","","","","","",
"Guatemala","GTM","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.392207128","","","","","","","","","","0.392207128","","","","","","","","","","0.392207128","","","","","","","","","","",
"Guam","GUM","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.58750854","","","","","","","","","","1.58750854","","","","","","","","","","1.58750854","","","","","","","","","","",
"Guyana","GUY","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.375600858","","","","","","","","","","2.375600858","","","","","","","","","","2.375600858","","","","","","","","","","",
"High income","HIC","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.45300107122947","","","","","","","","","","1.46971708389894","","","","","","","","","","1.46986244860022","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.051074678","","","","","","","","","","10.051074678","","","","","","","","","","10.051074678","","","","","","","","","","",
"Honduras","HND","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.026348052","","","","","","","","","","2.026348052","","","","","","","","","","2.026348052","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.444573206823218","","","","","","","","","","0.44784904729997","","","","","","","","","","0.443665395348498","","","","","","","","","","",
"Croatia","HRV","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.006021864","","","","","","","","","","1.006021864","","","","","","","","","","1.006021864","","","","","","","","","","",
"Haiti","HTI","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.595681828","","","","","","","","","","1.595681828","","","","","","","","","","1.595681828","","","","","","","","","","",
"Hungary","HUN","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IBRD only","IBD","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.02681868639523","","","","","","","","","","1.02341218045001","","","","","","","","","","1.02313072590782","","","","","","","","","","",
"IDA & IBRD total","IBT","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.949268727823394","","","","","","","","","","0.947884863928779","","","","","","","","","","0.946166461567062","","","","","","","","","","",
"IDA total","IDA","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.680968078775849","","","","","","","","","","0.685369518635605","","","","","","","","","","0.680555288724822","","","","","","","","","","",
"IDA blend","IDB","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.57515158492321","","","","","","","","","","0.57515158492321","","","","","","","","","","0.57515158492321","","","","","","","","","","",
"Indonesia","IDN","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.778554674","","","","","","","","","","2.778554674","","","","","","","","","","2.778554674","","","","","","","","","","",
"IDA only","IDX","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70612089670519","","","","","","","","","","0.711745032862623","","","","","","","","","","0.705562020502702","","","","","","","","","","",
"Isle of Man","IMN","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.948839739","","","","","","","","","","1.948839739","","","","","","","","","","1.948839739","","","","","","","","","","",
